stage,split,target,source,session_or_direction_index,heldout_class,semantic_permutation,start_index,initial_determinant,final_determinant,objective,gradient_norm,iterations,converged,near_optimal,stopping_criterion,actual_total_starts
A,A,6,4,0,right_hand,-1,2,1,1.0000000000000075,0.27072491989024566,1.5505753659144275e-08,16,True,False,"Terminated - min grad norm reached after 16 iterations, 0.10 seconds.",4
A,A,6,4,0,right_hand,-1,3,-1,-0.9999999999999866,0.2696504781422667,2.5235988596869125e-07,17,True,True,"Terminated - min grad norm reached after 17 iterations, 0.10 seconds.",4
A,B,6,4,0,right_hand,-1,0,1,1.0,0.2267091703393519,1.2622124285415627e-06,23,True,True,"Terminated - min grad norm reached after 23 iterations, 0.19 seconds.",4
A,B,6,4,0,right_hand,-1,1,-1,-1.000000000000007,0.2267753914318471,6.642115243753046e-07,17,True,False,"Terminated - min grad norm reached after 17 iterations, 0.13 seconds.",4
A,B,6,4,0,right_hand,-1,2,1,0.9999999999999948,0.2273475207684046,6.3347746463353035e-06,23,True,False,"Terminated - min grad norm reached after 23 iterations, 0.11 seconds.",4
A,B,6,4,0,right_hand,-1,3,-1,-0.9999999999999931,0.22708787773944072,1.0289678443152026e-06,20,True,False,"Terminated - min grad norm reached after 20 iterations, 0.10 seconds.",4
A,F,6,4,0,feet,-1,0,1,1.0000000000000036,0.1568668557602075,9.859582120621163e-07,17,True,False,"Terminated - min grad norm reached after 17 iterations, 0.12 seconds.",4
A,F,6,4,0,feet,-1,1,-1,-1.000000000000007,0.1567029451414545,2.8561741008350503e-06,22,True,False,"Terminated - min grad norm reached after 22 iterations, 0.12 seconds.",4
A,F,6,4,0,feet,-1,2,-1,-0.9999999999999996,0.15127800931626223,9.680912692122085e-07,17,True,True,"Terminated - min grad norm reached after 17 iterations, 0.11 seconds.",4
A,F,6,4,0,feet,-1,3,1,0.9999999999999987,0.15702375145642505,6.055793633804022e-06,21,True,False,"Terminated - min grad norm reached after 21 iterations, 0.10 seconds.",4
A,A,6,4,0,feet,-1,0,1,1.0,0.26163085671604464,6.126598885692527e-06,18,True,False,"Terminated - min grad norm reached after 18 iterations, 0.07 seconds.",4
A,A,6,4,0,feet,-1,1,-1,-0.9999999999999991,0.26098798216132224,7.138193095696211e-07,34,True,True,"Terminated - min grad norm reached after 34 iterations, 0.16 seconds.",4
A,A,6,4,0,feet,-1,2,-1,-1.0000000000000007,0.272357675711699,4.825170513154951e-08,26,True,False,"Terminated - min grad norm reached after 26 iterations, 0.15 seconds.",4
A,A,6,4,0,feet,-1,3,1,0.9999999999999981,0.2765559038653454,6.589199244031824e-08,23,True,False,"Terminated - min grad norm reached after 23 iterations, 0.13 seconds.",4
A,B,6,4,0,feet,-1,0,-1,-1.0000000000000073,0.19888646600483226,7.541886740426673e-08,17,True,False,"Terminated - min grad norm reached after 17 iterations, 0.13 seconds.",4
A,B,6,4,0,feet,-1,1,1,1.0000000000000027,0.19775788716052067,2.1993481010107918e-07,28,True,False,"Terminated - min grad norm reached after 28 iterations, 0.13 seconds.",4
A,B,6,4,0,feet,-1,2,1,0.9999999999999982,0.18934608642870793,1.888958841271906e-07,26,True,True,"Terminated - min grad norm reached after 26 iterations, 0.11 seconds.",4
A,B,6,4,0,feet,-1,3,-1,-1.0000000000000069,0.18996418727179146,8.895064765378588e-07,28,True,False,"Terminated - min grad norm reached after 28 iterations, 0.16 seconds.",4
A,F,6,4,0,tongue,-1,0,1,1.0000000000000029,0.18109701247395216,4.275647243788214e-06,39,True,True,"Terminated - min grad norm reached after 39 iterations, 0.28 seconds.",4
A,F,6,4,0,tongue,-1,1,-1,-1.0000000000000013,0.18396138502431308,7.139369498065674e-07,23,True,False,"Terminated - min grad norm reached after 23 iterations, 0.14 seconds.",4
A,F,6,4,0,tongue,-1,2,-1,-0.999999999999996,0.18370430833823348,2.8696185509872754e-07,34,True,False,"Terminated - min grad norm reached after 34 iterations, 0.28 seconds.",4
A,F,6,4,0,tongue,-1,3,1,1.0000000000000007,0.1860652331124677,9.494843009077399e-09,23,True,False,"Terminated - min grad norm reached after 23 iterations, 0.18 seconds.",4
A,A,6,4,0,tongue,-1,0,1,0.999999999999993,0.32618827383405835,2.7955221577887405e-06,17,True,False,"Terminated - min grad norm reached after 17 iterations, 0.14 seconds.",4
A,A,6,4,0,tongue,-1,1,-1,-0.9999999999999996,0.3200783387538619,1.1890278874975628e-06,18,True,False,"Terminated - min grad norm reached after 18 iterations, 0.11 seconds.",4
A,A,6,4,0,tongue,-1,2,1,1.0000000000000009,0.31500483541892904,2.0013429767691874e-08,16,True,False,"Terminated - min grad norm reached after 16 iterations, 0.08 seconds.",4
A,A,6,4,0,tongue,-1,3,-1,-0.9999999999999939,0.31500462007255303,1.6763602808923014e-06,21,True,True,"Terminated - min grad norm reached after 21 iterations, 0.10 seconds.",4
A,B,6,4,0,tongue,-1,0,-1,-0.9999999999999978,0.2199136739391524,8.270002501277479e-06,27,True,False,"Terminated - min grad norm reached after 27 iterations, 0.16 seconds.",4
A,B,6,4,0,tongue,-1,1,1,0.9999999999999953,0.220028424047736,7.609325950981785e-08,23,True,False,"Terminated - min grad norm reached after 23 iterations, 0.22 seconds.",4
A,B,6,4,0,tongue,-1,2,1,0.9999999999999962,0.22340838527865975,5.155630653641433e-07,43,True,False,"Terminated - min grad norm reached after 43 iterations, 0.27 seconds.",4
A,B,6,4,0,tongue,-1,3,-1,-0.9999999999999946,0.2090167816364778,6.166573578454345e-06,21,True,True,"Terminated - min grad norm reached after 21 iterations, 0.15 seconds.",4
A,F,6,4,1,left_hand,-1,0,-1,-0.9999999999999961,0.5868334128171441,5.534841051260952e-06,20,True,False,"Terminated - min grad norm reached after 20 iterations, 0.14 seconds.",4
A,F,6,4,1,left_hand,-1,1,1,1.000000000000006,0.5857823043923782,8.83261471548503e-06,28,True,False,"Terminated - min grad norm reached after 28 iterations, 0.14 seconds.",4
A,F,6,4,1,left_hand,-1,2,1,1.0000000000000022,0.5856492322444109,6.468458086074575e-08,23,True,False,"Terminated - min grad norm reached after 23 iterations, 0.26 seconds.",4
A,F,6,4,1,left_hand,-1,3,-1,-0.9999999999999982,0.5855805277629531,4.771346673562335e-07,20,True,True,"Terminated - min grad norm reached after 20 iterations, 0.14 seconds.",4
A,A,6,4,1,left_hand,-1,0,1,1.0000000000000027,0.4616301273314241,1.5404623758497666e-07,31,True,False,"Terminated - min grad norm reached after 31 iterations, 0.24 seconds.",4
A,A,6,4,1,left_hand,-1,1,-1,-0.9999999999999976,0.45950094922355555,1.72737121384136e-08,19,True,True,"Terminated - min grad norm reached after 19 iterations, 0.11 seconds.",4
A,A,6,4,1,left_hand,-1,2,-1,-0.9999999999999983,0.4653579143115329,4.3465045401948275e-06,19,True,False,"Terminated - min grad norm reached after 19 iterations, 0.11 seconds.",4
A,A,6,4,1,left_hand,-1,3,1,1.000000000000007,0.4651068757056971,8.070875869907376e-08,22,True,False,"Terminated - min grad norm reached after 22 iterations, 0.13 seconds.",4
A,B,6,4,1,left_hand,-1,0,-1,-1.0000000000000184,0.8707533496069995,6.283150513085416e-07,21,True,False,"Terminated - min grad norm reached after 21 iterations, 0.13 seconds.",4
A,B,6,4,1,left_hand,-1,1,1,1.0000000000000013,0.8720035659026077,1.4013647455984446e-06,14,True,False,"Terminated - min grad norm reached after 14 iterations, 0.09 seconds.",4
A,B,6,4,1,left_hand,-1,2,-1,-1.0000000000000016,0.8742810802918406,1.910082310706219e-06,17,True,False,"Terminated - min grad norm reached after 17 iterations, 0.10 seconds.",4
A,B,6,4,1,left_hand,-1,3,1,0.9999999999999998,0.8653738464621924,9.837395187207476e-06,14,True,True,"Terminated - min grad norm reached after 14 iterations, 0.08 seconds.",4
A,F,6,4,1,right_hand,-1,0,-1,-0.9999999999999984,0.5531714788450148,9.164055557020378e-06,34,True,False,"Terminated - min grad norm reached after 34 iterations, 0.34 seconds.",4
A,F,6,4,1,right_hand,-1,1,1,1.0000000000000033,0.5602711728782656,4.567656417367897e-06,15,True,False,"Terminated - min grad norm reached after 15 iterations, 0.13 seconds.",4
A,F,6,4,1,right_hand,-1,2,1,1.000000000000003,0.5462257941714079,2.5421179135369785e-06,15,True,False,"Terminated - min grad norm reached after 15 iterations, 0.13 seconds.",4
A,F,6,4,1,right_hand,-1,3,-1,-1.0000000000000009,0.5457285397081242,1.901462051788819e-06,18,True,True,"Terminated - min grad norm reached after 18 iterations, 0.09 seconds.",4
A,A,6,4,1,right_hand,-1,0,1,0.9999999999999998,0.45601229502678986,2.8510560474001905e-08,22,True,False,"Terminated - min grad norm reached after 22 iterations, 0.15 seconds.",4
A,A,6,4,1,right_hand,-1,1,-1,-0.9999999999999991,0.45283481807122217,6.8527909726040655e-06,16,True,True,"Terminated - min grad norm reached after 16 iterations, 0.08 seconds.",4
A,A,6,4,1,right_hand,-1,2,-1,-1.000000000000001,0.46826744888501604,2.0876698709107088e-06,33,True,False,"Terminated - min grad norm reached after 33 iterations, 0.23 seconds.",4
A,A,6,4,1,right_hand,-1,3,1,1.0000000000000027,0.4690751699208896,6.018954417230958e-06,28,True,False,"Terminated - min grad norm reached after 28 iterations, 0.24 seconds.",4
A,B,6,4,1,right_hand,-1,0,-1,-1.0000000000000102,0.7849905579054353,4.3746507479818204e-08,32,True,False,"Terminated - min grad norm reached after 32 iterations, 0.20 seconds.",4
A,B,6,4,1,right_hand,-1,1,1,1.000000000000009,0.7814213938179109,5.354664295245336e-09,20,True,False,"Terminated - min grad norm reached after 20 iterations, 0.19 seconds.",4
A,B,6,4,1,right_hand,-1,2,1,1.0000000000000027,0.7706718151077624,2.517886422820088e-07,23,True,True,"Terminated - min grad norm reached after 23 iterations, 0.18 seconds.",4
A,B,6,4,1,right_hand,-1,3,-1,-1.0000000000000009,0.7791579623435649,3.200603120152915e-06,20,True,False,"Terminated - min grad norm reached after 20 iterations, 0.14 seconds.",4
A,F,6,4,1,feet,-1,0,1,0.9999999999999979,0.6112314690174033,5.722666824192737e-06,18,True,False,"Terminated - min grad norm reached after 18 iterations, 0.09 seconds.",4
A,F,6,4,1,feet,-1,1,-1,-1.0000000000000009,0.6097073343557192,4.063468001237362e-06,18,True,True,"Terminated - min grad norm reached after 18 iterations, 0.12 seconds.",4
A,F,6,4,1,feet,-1,2,-1,-1.0000000000000016,0.6183647096486846,7.238723055204377e-08,26,True,False,"Terminated - min grad norm reached after 26 iterations, 0.19 seconds.",4
A,F,6,4,1,feet,-1,3,1,0.9999999999999974,0.6185659735579729,2.418796202187011e-07,42,True,False,"Terminated - min grad norm reached after 42 iterations, 0.46 seconds.",4
A,A,6,4,1,feet,-1,0,1,1.0000000000000069,0.5064200520878372,2.552598097978172e-07,19,True,False,"Terminated - min grad norm reached after 19 iterations, 0.12 seconds.",4
A,A,6,4,1,feet,-1,1,-1,-0.9999999999999964,0.5002986058726553,3.4147243303392766e-06,25,True,False,"Terminated - min grad norm reached after 25 iterations, 0.14 seconds.",4
A,A,6,4,1,feet,-1,2,1,0.9999999999999973,0.5002178210086334,1.2544660374610623e-07,34,True,False,"Terminated - min grad norm reached after 34 iterations, 0.25 seconds.",4
A,A,6,4,1,feet,-1,3,-1,-1.0000000000000033,0.5001958476065613,3.6044956880630307e-06,28,True,True,"Terminated - min grad norm reached after 28 iterations, 0.18 seconds.",4
A,B,6,4,1,feet,-1,0,-1,-1.0000000000000038,0.8655390157910228,3.497546928305495e-06,19,True,True,"Terminated - min grad norm reached after 19 iterations, 0.10 seconds.",4
A,B,6,4,1,feet,-1,1,1,0.999999999999996,0.8681232018841298,9.23831014654071e-06,17,True,False,"Terminated - min grad norm reached after 17 iterations, 0.12 seconds.",4
A,B,6,4,1,feet,-1,2,-1,-1.0000000000000013,0.8716761802798718,5.052110375899791e-07,18,True,False,"Terminated - min grad norm reached after 18 iterations, 0.12 seconds.",4
A,B,6,4,1,feet,-1,3,1,0.9999999999999944,0.8695493767521125,2.1592781586415092e-07,17,True,False,"Terminated - min grad norm reached after 17 iterations, 0.10 seconds.",4
A,F,6,4,1,tongue,-1,0,-1,-1.0000000000000009,0.3871401314957052,2.219138127805319e-06,20,True,False,"Terminated - min grad norm reached after 20 iterations, 0.14 seconds.",4
A,F,6,4,1,tongue,-1,1,1,1.000000000000007,0.3819538973710734,8.020537431008072e-06,34,True,False,"Terminated - min grad norm reached after 34 iterations, 0.27 seconds.",4
A,F,6,4,1,tongue,-1,2,-1,-1.0000000000000058,0.36607054486328733,7.809804552253226e-07,19,True,True,"Terminated - min grad norm reached after 19 iterations, 0.18 seconds.",4
A,F,6,4,1,tongue,-1,3,1,1.000000000000007,0.3662989258945755,9.687444808394774e-06,24,True,False,"Terminated - min grad norm reached after 24 iterations, 0.15 seconds.",4
A,A,6,4,1,tongue,-1,0,1,0.9999999999999978,0.3590080033947525,2.024667512474113e-06,28,True,False,"Terminated - min grad norm reached after 28 iterations, 0.16 seconds.",4
A,A,6,4,1,tongue,-1,1,-1,-0.9999999999999972,0.3526616766444232,2.3515957872117766e-06,17,True,True,"Terminated - min grad norm reached after 17 iterations, 0.12 seconds.",4
A,A,6,4,1,tongue,-1,2,1,0.9999999999999938,0.3605884215955195,7.053576600326572e-07,18,True,False,"Terminated - min grad norm reached after 18 iterations, 0.14 seconds.",4
A,A,6,4,1,tongue,-1,3,-1,-0.999999999999996,0.35755645561070637,8.478762409788111e-06,28,True,False,"Terminated - min grad norm reached after 28 iterations, 0.19 seconds.",4
A,B,6,4,1,tongue,-1,0,-1,-1.000000000000011,0.5113566141339297,2.5563823313337e-08,16,True,True,"Terminated - min grad norm reached after 16 iterations, 0.11 seconds.",4
A,B,6,4,1,tongue,-1,1,1,1.000000000000001,0.513865881913907,9.20868904697939e-06,16,True,False,"Terminated - min grad norm reached after 16 iterations, 0.14 seconds.",4
A,B,6,4,1,tongue,-1,2,1,1.0000000000000033,0.5180844291714983,2.032147256248669e-08,32,True,False,"Terminated - min grad norm reached after 32 iterations, 0.25 seconds.",4
A,B,6,4,1,tongue,-1,3,-1,-1.000000000000004,0.52019472441776,3.222728880760968e-07,14,True,False,"Terminated - min grad norm reached after 14 iterations, 0.09 seconds.",4
A,F,6,5,0,left_hand,-1,0,-1,-1.0000000000000027,0.26363272758264317,4.555005399279252e-08,24,True,False,"Terminated - min grad norm reached after 24 iterations, 0.30 seconds.",4
A,F,6,5,0,left_hand,-1,1,1,1.000000000000006,0.2530323199419664,1.9693933685136366e-07,24,True,False,"Terminated - min grad norm reached after 24 iterations, 0.18 seconds.",4
A,F,6,5,0,left_hand,-1,2,1,1.000000000000006,0.2510449146284403,1.977319742306985e-06,25,True,True,"Terminated - min grad norm reached after 25 iterations, 0.17 seconds.",4
A,F,6,5,0,left_hand,-1,3,-1,-0.9999999999999996,0.25207134262583253,1.9776499132608913e-06,22,True,False,"Terminated - min grad norm reached after 22 iterations, 0.17 seconds.",4
A,A,6,5,0,left_hand,-1,0,-1,-1.0000000000000098,0.39633881814411,3.980172033699522e-06,20,True,False,"Terminated - min grad norm reached after 20 iterations, 0.16 seconds.",4
A,A,6,5,0,left_hand,-1,1,1,1.000000000000002,0.3980161938258405,3.03539417963487e-06,24,True,False,"Terminated - min grad norm reached after 24 iterations, 0.13 seconds.",4
A,A,6,5,0,left_hand,-1,2,1,0.9999999999999989,0.39659812994101923,2.5147933889526694e-08,19,True,False,"Terminated - min grad norm reached after 19 iterations, 0.10 seconds.",4
A,A,6,5,0,left_hand,-1,3,-1,-1.0000000000000029,0.39138265613998163,1.1674849600617653e-06,36,True,True,"Terminated - min grad norm reached after 36 iterations, 0.28 seconds.",4
A,B,6,5,0,left_hand,-1,0,-1,-1.0000000000000004,0.2720530914965676,1.9715859761365504e-06,28,True,True,"Terminated - min grad norm reached after 28 iterations, 0.14 seconds.",4
A,B,6,5,0,left_hand,-1,1,1,1.0000000000000009,0.2788769801668278,2.3364620769434418e-07,18,True,False,"Terminated - min grad norm reached after 18 iterations, 0.13 seconds.",4
A,B,6,5,0,left_hand,-1,2,1,0.9999999999999962,0.2767901524159806,6.0558264169927995e-06,19,True,False,"Terminated - min grad norm reached after 19 iterations, 0.05 seconds.",4
A,B,6,5,0,left_hand,-1,3,-1,-1.0000000000000024,0.2736723507688335,3.113897218321427e-08,23,True,False,"Terminated - min grad norm reached after 23 iterations, 0.14 seconds.",4
A,F,6,5,0,right_hand,-1,0,-1,-1.0,0.2720617730303878,9.98920821569593e-06,18,True,False,"Terminated - min grad norm reached after 18 iterations, 0.15 seconds.",4
A,F,6,5,0,right_hand,-1,1,1,0.9999999999999973,0.27192099218044696,6.013681377606176e-06,22,True,False,"Terminated - min grad norm reached after 22 iterations, 0.13 seconds.",4
A,F,6,5,0,right_hand,-1,2,1,1.000000000000003,0.2718909292382083,5.520992242151292e-06,21,True,False,"Terminated - min grad norm reached after 21 iterations, 0.11 seconds.",4
A,F,6,5,0,right_hand,-1,3,-1,-1.000000000000001,0.2717842912062919,1.2816765484095173e-07,18,True,True,"Terminated - min grad norm reached after 18 iterations, 0.13 seconds.",4
A,A,6,5,0,right_hand,-1,0,-1,-0.9999999999999979,0.3113843178826292,1.941491003611362e-08,14,True,True,"Terminated - min grad norm reached after 14 iterations, 0.09 seconds.",4
A,A,6,5,0,right_hand,-1,1,1,0.9999999999999972,0.3136541204627765,2.4730182926906035e-06,24,True,False,"Terminated - min grad norm reached after 24 iterations, 0.14 seconds.",4
A,A,6,5,0,right_hand,-1,2,1,1.000000000000005,0.31800425748999234,2.9196879474159195e-08,31,True,False,"Terminated - min grad norm reached after 31 iterations, 0.19 seconds.",4
A,A,6,5,0,right_hand,-1,3,-1,-1.0000000000000018,0.3241878068489086,3.184749736345699e-06,19,True,False,"Terminated - min grad norm reached after 19 iterations, 0.15 seconds.",4
A,B,6,5,0,right_hand,-1,0,1,0.9999999999999958,0.35338245399883295,6.017595158786848e-07,16,True,False,"Terminated - min grad norm reached after 16 iterations, 0.10 seconds.",4
A,B,6,5,0,right_hand,-1,1,-1,-0.9999999999999947,0.35244361764604043,3.999877532620129e-06,19,True,False,"Terminated - min grad norm reached after 19 iterations, 0.17 seconds.",4
A,B,6,5,0,right_hand,-1,2,1,0.9999999999999986,0.35415626167340264,4.430780469442374e-07,19,True,False,"Terminated - min grad norm reached after 19 iterations, 0.16 seconds.",4
A,B,6,5,0,right_hand,-1,3,-1,-0.9999999999999909,0.35110253241072614,3.0361857868053616e-06,23,True,True,"Terminated - min grad norm reached after 23 iterations, 0.14 seconds.",4
A,F,6,5,0,feet,-1,0,1,1.0000000000000029,0.22528841187434687,2.998730752661764e-08,18,True,False,"Terminated - min grad norm reached after 18 iterations, 0.12 seconds.",4
A,F,6,5,0,feet,-1,1,-1,-0.9999999999999994,0.22383112002897054,5.619168606341216e-06,15,True,False,"Terminated - min grad norm reached after 15 iterations, 0.11 seconds.",4
A,F,6,5,0,feet,-1,2,1,0.9999999999999992,0.21906308127397833,8.072517403150863e-06,22,True,False,"Terminated - min grad norm reached after 22 iterations, 0.11 seconds.",4
A,F,6,5,0,feet,-1,3,-1,-0.9999999999999988,0.21710752002264477,3.2852965055559167e-06,35,True,True,"Terminated - min grad norm reached after 35 iterations, 0.25 seconds.",4
A,A,6,5,0,feet,-1,0,1,1.000000000000004,0.3363481124270573,7.95894649837102e-08,18,True,True,"Terminated - min grad norm reached after 18 iterations, 0.10 seconds.",4
A,A,6,5,0,feet,-1,1,-1,-1.0000000000000004,0.3593532169716284,1.2826329207822803e-08,36,True,False,"Terminated - min grad norm reached after 36 iterations, 0.24 seconds.",4
A,A,6,5,0,feet,-1,2,-1,-1.0000000000000053,0.34252968766917924,2.8946487629446978e-08,20,True,False,"Terminated - min grad norm reached after 20 iterations, 0.11 seconds.",4
A,A,6,5,0,feet,-1,3,1,0.9999999999999996,0.3416862253024155,2.969054907718901e-06,20,True,False,"Terminated - min grad norm reached after 20 iterations, 0.19 seconds.",4
A,B,6,5,0,feet,-1,0,1,1.0000000000000084,0.25961005837823864,2.028129847905305e-06,24,True,False,"Terminated - min grad norm reached after 24 iterations, 0.15 seconds.",4
A,B,6,5,0,feet,-1,1,-1,-1.0,0.2519416576331138,9.257135063442365e-07,49,True,True,"Terminated - min grad norm reached after 49 iterations, 0.39 seconds.",4
A,B,6,5,0,feet,-1,2,1,0.999999999999996,0.2641813338024225,4.336962903512916e-08,28,True,False,"Terminated - min grad norm reached after 28 iterations, 0.18 seconds.",4
A,B,6,5,0,feet,-1,3,-1,-1.0000000000000036,0.25275001914793205,4.487451583120406e-07,27,True,False,"Terminated - min grad norm reached after 27 iterations, 0.18 seconds.",4
A,F,6,5,0,tongue,-1,0,-1,-0.9999999999999993,0.2998323074132788,5.125822171187203e-07,19,True,False,"Terminated - min grad norm reached after 19 iterations, 0.19 seconds.",4
A,F,6,5,0,tongue,-1,1,1,1.0000000000000022,0.29476942738970235,5.7567229657461566e-08,21,True,True,"Terminated - min grad norm reached after 21 iterations, 0.14 seconds.",4
A,F,6,5,0,tongue,-1,2,1,0.9999999999999982,0.29923548714974524,9.23720818091315e-06,20,True,False,"Terminated - min grad norm reached after 20 iterations, 0.12 seconds.",4
A,F,6,5,0,tongue,-1,3,-1,-0.999999999999999,0.29592233282062996,4.296594142530752e-06,19,True,False,"Terminated - min grad norm reached after 19 iterations, 0.11 seconds.",4
A,A,6,5,0,tongue,-1,0,1,1.0000000000000038,0.3818981332407868,2.7657841888203053e-06,17,True,True,"Terminated - min grad norm reached after 17 iterations, 0.14 seconds.",4
A,A,6,5,0,tongue,-1,1,-1,-1.0000000000000056,0.383776237534314,2.877170704668563e-06,16,True,False,"Terminated - min grad norm reached after 16 iterations, 0.07 seconds.",4
A,A,6,5,0,tongue,-1,2,1,0.9999999999999996,0.3824762238831093,9.92682389966368e-07,19,True,False,"Terminated - min grad norm reached after 19 iterations, 0.11 seconds.",4
A,A,6,5,0,tongue,-1,3,-1,-0.9999999999999999,0.38556017828191425,5.732410855774398e-07,35,True,False,"Terminated - min grad norm reached after 35 iterations, 0.22 seconds.",4
A,B,6,5,0,tongue,-1,0,-1,-1.0000000000000022,0.3206884232161883,3.2984657604174394e-08,38,True,True,"Terminated - min grad norm reached after 38 iterations, 0.25 seconds.",4
A,B,6,5,0,tongue,-1,1,1,1.000000000000003,0.3410787913004519,1.9528639908038296e-07,19,True,False,"Terminated - min grad norm reached after 19 iterations, 0.12 seconds.",4
A,B,6,5,0,tongue,-1,2,-1,-1.000000000000001,0.32753226269309776,2.4273874324810158e-08,33,True,False,"Terminated - min grad norm reached after 33 iterations, 0.23 seconds.",4
A,B,6,5,0,tongue,-1,3,1,1.000000000000002,0.33034105292489224,1.1756820444688472e-06,17,True,False,"Terminated - min grad norm reached after 17 iterations, 0.14 seconds.",4
A,F,6,5,1,left_hand,-1,0,1,1.0000000000000013,0.3395979693874178,7.612246694809265e-06,19,True,False,"Terminated - min grad norm reached after 19 iterations, 0.13 seconds.",4
A,F,6,5,1,left_hand,-1,1,-1,-0.9999999999999897,0.3358803615293138,1.063775809165022e-06,37,True,False,"Terminated - min grad norm reached after 37 iterations, 0.36 seconds.",4
A,F,6,5,1,left_hand,-1,2,-1,-0.9999999999999994,0.333645686388033,3.824405612947154e-08,17,True,False,"Terminated - min grad norm reached after 17 iterations, 0.15 seconds.",4
A,F,6,5,1,left_hand,-1,3,1,1.000000000000003,0.32968028185117676,6.431797411534829e-08,32,True,True,"Terminated - min grad norm reached after 32 iterations, 0.33 seconds.",4
A,A,6,5,1,left_hand,-1,0,-1,-1.0000000000000009,0.3851993853086977,6.1125977373476506e-06,19,True,True,"Terminated - min grad norm reached after 19 iterations, 0.12 seconds.",4
A,A,6,5,1,left_hand,-1,1,1,1.0000000000000013,0.3852789481100191,8.91394523345243e-06,44,True,False,"Terminated - min grad norm reached after 44 iterations, 0.33 seconds.",4
A,A,6,5,1,left_hand,-1,2,1,1.0000000000000118,0.39308118407992243,6.547569311467807e-08,18,True,False,"Terminated - min grad norm reached after 18 iterations, 0.16 seconds.",4
A,A,6,5,1,left_hand,-1,3,-1,-1.000000000000003,0.39254129972221874,8.875059888842787e-06,19,True,False,"Terminated - min grad norm reached after 19 iterations, 0.14 seconds.",4
A,B,6,5,1,left_hand,-1,0,1,1.000000000000003,0.5061861247803179,2.0920566978730676e-06,33,True,False,"Terminated - min grad norm reached after 33 iterations, 0.29 seconds.",4
A,B,6,5,1,left_hand,-1,1,-1,-1.000000000000006,0.5046876745699611,3.0212651716851465e-07,19,True,True,"Terminated - min grad norm reached after 19 iterations, 0.20 seconds.",4
A,B,6,5,1,left_hand,-1,2,1,1.0000000000000013,0.5050917151176195,9.413422685049111e-06,27,True,False,"Terminated - min grad norm reached after 27 iterations, 0.14 seconds.",4
A,B,6,5,1,left_hand,-1,3,-1,-1.0000000000000062,0.5067738815841756,2.46933775973721e-08,18,True,False,"Terminated - min grad norm reached after 18 iterations, 0.11 seconds.",4
A,F,6,5,1,right_hand,-1,0,-1,-0.9999999999999923,0.401014458064496,2.031159937926844e-06,19,True,True,"Terminated - min grad norm reached after 19 iterations, 0.16 seconds.",4
A,F,6,5,1,right_hand,-1,1,1,0.9999999999999996,0.4011681562332106,8.984244290536705e-06,18,True,False,"Terminated - min grad norm reached after 18 iterations, 0.11 seconds.",4
A,F,6,5,1,right_hand,-1,2,-1,-1.0000000000000029,0.40561525659951964,2.45499829081099e-07,18,True,False,"Terminated - min grad norm reached after 18 iterations, 0.16 seconds.",4
A,F,6,5,1,right_hand,-1,3,1,1.0000000000000053,0.4045713909971188,1.0548321783359043e-08,22,True,False,"Terminated - min grad norm reached after 22 iterations, 0.14 seconds.",4
A,A,6,5,1,right_hand,-1,0,-1,-1.0000000000000004,0.5172412176350458,5.3661998734503866e-08,26,True,False,"Terminated - min grad norm reached after 26 iterations, 0.15 seconds.",4
A,A,6,5,1,right_hand,-1,1,1,1.0000000000000029,0.5229483628011047,6.556870065215277e-06,30,True,False,"Terminated - min grad norm reached after 30 iterations, 0.23 seconds.",4
A,A,6,5,1,right_hand,-1,2,1,0.9999999999999976,0.5160953463338414,2.80729076914184e-07,20,True,False,"Terminated - min grad norm reached after 20 iterations, 0.16 seconds.",4
A,A,6,5,1,right_hand,-1,3,-1,-0.9999999999999937,0.5145148545504984,3.104986745755445e-06,24,True,True,"Terminated - min grad norm reached after 24 iterations, 0.11 seconds.",4
A,B,6,5,1,right_hand,-1,0,1,0.999999999999998,0.5288489619701959,5.465906473252562e-06,14,True,False,"Terminated - min grad norm reached after 14 iterations, 0.08 seconds.",4
A,B,6,5,1,right_hand,-1,1,-1,-1.0000000000000018,0.5258227919133811,1.6566871756092457e-06,23,True,True,"Terminated - min grad norm reached after 23 iterations, 0.13 seconds.",4
A,B,6,5,1,right_hand,-1,2,1,0.9999999999999984,0.5309931034512243,6.922540709050189e-06,27,True,False,"Terminated - min grad norm reached after 27 iterations, 0.22 seconds.",4
A,B,6,5,1,right_hand,-1,3,-1,-0.9999999999999996,0.5349344324115124,9.523625691731647e-06,30,True,False,"Terminated - min grad norm reached after 30 iterations, 0.23 seconds.",4
A,F,6,5,1,feet,-1,0,-1,-1.0000000000000038,0.2631081824139174,2.4179680302628583e-06,32,True,False,"Terminated - min grad norm reached after 32 iterations, 0.22 seconds.",4
A,F,6,5,1,feet,-1,1,1,1.000000000000001,0.2588383098714106,1.1133395122828568e-07,29,True,True,"Terminated - min grad norm reached after 29 iterations, 0.21 seconds.",4
A,F,6,5,1,feet,-1,2,1,1.0000000000000027,0.26442835370813234,8.649289946133902e-06,19,True,False,"Terminated - min grad norm reached after 19 iterations, 0.13 seconds.",4
A,F,6,5,1,feet,-1,3,-1,-1.000000000000004,0.26479571579569283,8.04891547369746e-08,18,True,False,"Terminated - min grad norm reached after 18 iterations, 0.12 seconds.",4
