geometry,template,object,signature,stage,replicate_index,group_statistic
AIRM,session_specific,Z,sensor,C,913,-0.017822255148037099
AIRM,session_specific,Z,sensor,C,914,-0.041049648744884697
AIRM,session_specific,Z,sensor,C,915,0.029471123106879001
AIRM,session_specific,Z,sensor,C,916,0.0084736772923898005
AIRM,session_specific,Z,sensor,C,917,-0.073291551709664102
AIRM,session_specific,Z,sensor,C,918,-0.062244853360379701
AIRM,session_specific,Z,sensor,C,919,0.036646918975019101
AIRM,session_specific,Z,sensor,C,920,-0.048975255304544101
AIRM,session_specific,Z,sensor,C,921,-0.0502545131155753
AIRM,session_specific,Z,sensor,C,922,0.0544686650964245
AIRM,session_specific,Z,sensor,C,923,-0.014289576122997799
AIRM,session_specific,Z,sensor,C,924,0.0468283728439116
AIRM,session_specific,Z,sensor,C,925,-0.065262362350801198
AIRM,session_specific,Z,sensor,C,926,-0.021082812261567999
AIRM,session_specific,Z,sensor,C,927,-0.013210673846470299
AIRM,session_specific,Z,sensor,C,928,-0.0309036575670565
AIRM,session_specific,Z,sensor,C,929,-0.0141756793801231
AIRM,session_specific,Z,sensor,C,930,-0.0232747587639974
AIRM,session_specific,Z,sensor,C,931,0.082416750323856994
AIRM,session_specific,Z,sensor,C,932,-0.0291562564238745
AIRM,session_specific,Z,sensor,C,933,-0.075538383427825498
AIRM,session_specific,Z,sensor,C,934,0.097368451881209198
AIRM,session_specific,Z,sensor,C,935,0.054625796663982699
AIRM,session_specific,Z,sensor,C,936,-0.042894926782817401
AIRM,session_specific,Z,sensor,C,937,-0.036022890569113501
AIRM,session_specific,Z,sensor,C,938,-0.031306554899732102
AIRM,session_specific,Z,sensor,C,939,-0.025821766987413699
AIRM,session_specific,Z,sensor,C,940,0.026063555081192399
AIRM,session_specific,Z,sensor,C,941,0.065260932398428506
AIRM,session_specific,Z,sensor,C,942,-0.0041199733068161999
AIRM,session_specific,Z,sensor,C,943,-0.0043161418912458999
AIRM,session_specific,Z,sensor,C,944,-0.067364913799301998
AIRM,session_specific,Z,sensor,C,945,0.1174202352165397
AIRM,session_specific,Z,sensor,C,946,-0.1046575257345395
AIRM,session_specific,Z,sensor,C,947,0.041905680646319998
AIRM,session_specific,Z,sensor,C,948,-0.020120021843469098
AIRM,session_specific,Z,sensor,C,949,-0.076607860504470798
AIRM,session_specific,Z,sensor,C,950,-0.030110928054693498
AIRM,session_specific,Z,sensor,C,951,-0.013976020019577101
AIRM,session_specific,Z,sensor,C,952,0.0048387891356101
AIRM,session_specific,Z,sensor,C,953,-0.0068839546156715002
AIRM,session_specific,Z,sensor,C,954,-0.036041597052671598
AIRM,session_specific,Z,sensor,C,955,-0.0402829916658742
AIRM,session_specific,Z,sensor,C,956,0.0090412826253093992
AIRM,session_specific,Z,sensor,C,957,0.0129730400861794
AIRM,session_specific,Z,sensor,C,958,0.0648563419511414
AIRM,session_specific,Z,sensor,C,959,0.024753937481038501
AIRM,session_specific,Z,sensor,C,960,-0.0126859609890729
AIRM,session_specific,Z,sensor,C,961,-0.011180154723874101
AIRM,session_specific,Z,sensor,C,962,-0.032821876149362397
AIRM,session_specific,Z,sensor,C,963,0.037753934319987102
AIRM,session_specific,Z,sensor,C,964,0.050209654412631602
AIRM,session_specific,Z,sensor,C,965,0.048009987833397397
AIRM,session_specific,Z,sensor,C,966,0.0177247987718572
AIRM,session_specific,Z,sensor,C,967,0.024946354441989602
AIRM,session_specific,Z,sensor,C,968,-0.12234215901403089
AIRM,session_specific,Z,sensor,C,969,0.056360570615004602
AIRM,session_specific,Z,sensor,C,970,0.034339670560389002
AIRM,session_specific,Z,sensor,C,971,-0.1308174525874356
AIRM,session_specific,Z,sensor,C,972,-0.0047638110609366001
AIRM,session_specific,Z,sensor,C,973,-0.013060922015121001
AIRM,session_specific,Z,sensor,C,974,0.085610634930572693
AIRM,session_specific,Z,sensor,C,975,-0.0467849351844878
AIRM,session_specific,Z,sensor,C,976,0.078355604512698199
AIRM,session_specific,Z,sensor,C,977,-0.028706883256427999
AIRM,session_specific,Z,sensor,C,978,-0.024215818566539
AIRM,session_specific,Z,sensor,C,979,0.0015891359592414001
AIRM,session_specific,Z,sensor,C,980,-0.043643744348830601
AIRM,session_specific,Z,sensor,C,981,0.0399009053443313
AIRM,session_specific,Z,sensor,C,982,-0.0786293075022622
AIRM,session_specific,Z,sensor,C,983,0.052537988805866603
AIRM,session_specific,Z,sensor,C,984,-0.1829214266603765
AIRM,session_specific,Z,sensor,C,985,0.027088319420336501
AIRM,session_specific,Z,sensor,C,986,-0.0222067434925537
AIRM,session_specific,Z,sensor,C,987,-0.0294814420911402
AIRM,session_specific,Z,sensor,C,988,-0.024744820810549299
AIRM,session_specific,Z,sensor,C,989,-0.0033934846999503
AIRM,session_specific,Z,sensor,C,990,-0.032859794822893397
AIRM,session_specific,Z,sensor,C,991,-0.070828196009166497
AIRM,session_specific,Z,sensor,C,992,0.047564054147184003
AIRM,session_specific,Z,sensor,C,993,-0.025262790685896801
AIRM,session_specific,Z,sensor,C,994,-0.037593277254972801
AIRM,session_specific,Z,sensor,C,995,0.0121343353664906
AIRM,session_specific,Z,sensor,C,996,0.038938691401594699
AIRM,session_specific,Z,sensor,C,997,-0.038517901870879098
AIRM,session_specific,Z,sensor,C,998,-0.075939493199292399
AIRM,session_specific,Z,sensor,C,999,0.0646864390725682
AIRM,session_specific,Z,sensor,C,1000,0.037076251764590402
AIRM,session_specific,Z,sensor,C,1001,0.039967611220643101
AIRM,session_specific,Z,sensor,C,1002,-0.038426644293480201
AIRM,session_specific,Z,sensor,C,1003,0.046976263071474199
AIRM,session_specific,Z,sensor,C,1004,-0.048860511510871903
AIRM,session_specific,Z,sensor,C,1005,0.0206452738630299
AIRM,session_specific,Z,sensor,C,1006,-0.0599514981747373
AIRM,session_specific,Z,sensor,C,1007,0.025648097567488402
AIRM,session_specific,Z,sensor,C,1008,-0.059756194198396201
AIRM,session_specific,Z,sensor,C,1009,-0.0363925368678936
AIRM,session_specific,Z,sensor,C,1010,0.013534055624511199
AIRM,session_specific,Z,sensor,C,1011,-0.0024281116123463001
AIRM,session_specific,Z,sensor,C,1012,0.054380771058068801
AIRM,session_specific,Z,sensor,C,1013,0.047261046765316797
AIRM,session_specific,Z,sensor,C,1014,0.068438195578461203
AIRM,session_specific,Z,sensor,C,1015,-0.028931103781671502
AIRM,session_specific,Z,sensor,C,1016,0.1118948877696196
AIRM,session_specific,Z,sensor,C,1017,0.035803354764012502
AIRM,session_specific,Z,sensor,C,1018,-0.047410103349661899
AIRM,session_specific,Z,sensor,C,1019,0.038994510204423502
AIRM,session_specific,Z,sensor,C,1020,-0.014101642274762601
AIRM,session_specific,Z,sensor,C,1021,-0.067989333393083606
AIRM,session_specific,Z,sensor,C,1022,-0.065554083710624003
AIRM,session_specific,Z,sensor,C,1023,0.045526634591617599
AIRM,session_specific,Z,sensor,C,1024,-0.026662753383802602
AIRM,session_specific,Z,sensor,C,1025,0.019199524632807
AIRM,session_specific,Z,sensor,C,1026,0.021840803270777701
AIRM,session_specific,Z,sensor,C,1027,0.0233652087844913
AIRM,session_specific,Z,sensor,C,1028,0.1463616789128975
AIRM,session_specific,Z,sensor,C,1029,0.016426621174755601
AIRM,session_specific,Z,sensor,C,1030,0.102422291621579
AIRM,session_specific,Z,sensor,C,1031,-0.072122153650678797
AIRM,session_specific,Z,sensor,C,1032,0.14833443969685381
AIRM,session_specific,Z,sensor,C,1033,-0.022103495498698101
AIRM,session_specific,Z,sensor,C,1034,0.012321099855119101
AIRM,session_specific,Z,sensor,C,1035,-0.012769660967097999
AIRM,session_specific,Z,sensor,C,1036,-0.0164132509035975
AIRM,session_specific,Z,sensor,C,1037,-0.0227252631555129
AIRM,session_specific,Z,sensor,C,1038,0.096992342264820994
AIRM,session_specific,Z,sensor,C,1039,-0.092426455752754599
AIRM,session_specific,Z,sensor,C,1040,-0.0042139707361257004
AIRM,session_specific,Z,sensor,C,1041,0.0059842661182528002
AIRM,session_specific,Z,sensor,C,1042,-0.0031553916624105999
AIRM,session_specific,Z,sensor,C,1043,-0.034138685666496797
AIRM,session_specific,Z,sensor,C,1044,0.0109657570502254
AIRM,session_specific,Z,sensor,C,1045,-0.013845541089677799
AIRM,session_specific,Z,sensor,C,1046,0.071882813989104996
AIRM,session_specific,Z,sensor,C,1047,0.037725118267093898
AIRM,session_specific,Z,sensor,C,1048,0.0242229792346829
AIRM,session_specific,Z,sensor,C,1049,-0.098947286009433005
AIRM,session_specific,Z,sensor,C,1050,-0.0079151078231036003
AIRM,session_specific,Z,sensor,C,1051,0.1203453586250602
AIRM,session_specific,Z,sensor,C,1052,-0.042388891696848001
AIRM,session_specific,Z,sensor,C,1053,0.0487579878987505
AIRM,session_specific,Z,sensor,C,1054,-0.0472745530112808
AIRM,session_specific,Z,sensor,C,1055,-0.056809603182782803
AIRM,session_specific,Z,sensor,C,1056,0.0186582146460629
AIRM,session_specific,Z,sensor,C,1057,0.027217841270635701
AIRM,session_specific,Z,sensor,C,1058,0.050235355127331502
AIRM,session_specific,Z,sensor,C,1059,-0.064899517861014097
AIRM,session_specific,Z,sensor,C,1060,0.066685516271850501
AIRM,session_specific,Z,sensor,C,1061,-0.0275232141719964
AIRM,session_specific,Z,sensor,C,1062,-0.021850531799684301
AIRM,session_specific,Z,sensor,C,1063,-0.1337899079649256
AIRM,session_specific,Z,sensor,C,1064,-0.024958808866260999
AIRM,session_specific,Z,sensor,C,1065,-0.0057034390652859002
AIRM,session_specific,Z,sensor,C,1066,0.067588947173144606
AIRM,session_specific,Z,sensor,C,1067,0.060156598617279601
AIRM,session_specific,Z,sensor,C,1068,-0.0289879086800185
AIRM,session_specific,Z,sensor,C,1069,0.043395579164023097
AIRM,session_specific,Z,sensor,C,1070,-0.051360712415135901
AIRM,session_specific,Z,sensor,C,1071,-0.072657479843974707
AIRM,session_specific,Z,sensor,C,1072,0.13965513905573451
AIRM,session_specific,Z,sensor,C,1073,-0.059730992550280998
AIRM,session_specific,Z,sensor,C,1074,0.048350438203220297
AIRM,session_specific,Z,sensor,C,1075,-0.048726081475471902
AIRM,session_specific,Z,sensor,C,1076,-0.063349828268913499
AIRM,session_specific,Z,sensor,C,1077,-0.076369192980315304
AIRM,session_specific,Z,sensor,C,1078,-0.095740102950486405
AIRM,session_specific,Z,sensor,C,1079,0.0061074912016743001
AIRM,session_specific,Z,sensor,C,1080,0.0098014908995927002
AIRM,session_specific,Z,sensor,C,1081,-0.0291469635597831
AIRM,session_specific,Z,sensor,C,1082,0.025463936044667498
AIRM,session_specific,Z,sensor,C,1083,-0.00072311930006929996
AIRM,session_specific,Z,sensor,C,1084,0.060146966567321797
AIRM,session_specific,Z,sensor,C,1085,-0.074239507970474294
AIRM,session_specific,Z,sensor,C,1086,-0.0031507628426032
AIRM,session_specific,Z,sensor,C,1087,0.030396221727200301
AIRM,session_specific,Z,sensor,C,1088,0.062826338599948295
AIRM,session_specific,Z,sensor,C,1089,-0.097824397649517406
AIRM,session_specific,Z,sensor,C,1090,0.047031838879150002
AIRM,session_specific,Z,sensor,C,1091,-0.0121317225803522
AIRM,session_specific,Z,sensor,C,1092,-0.0147293052876026
AIRM,session_specific,Z,sensor,C,1093,-0.1106709789230251
AIRM,session_specific,Z,sensor,C,1094,0.076784623923003198
AIRM,session_specific,Z,sensor,C,1095,-0.10574477230687521
AIRM,session_specific,Z,sensor,C,1096,0.026982236888013902
AIRM,session_specific,Z,sensor,C,1097,-0.025791567109647699
AIRM,session_specific,Z,sensor,C,1098,0.083956947119404601
AIRM,session_specific,Z,sensor,C,1099,0.0075658832273091002
AIRM,session_specific,Z,sensor,C,1100,-0.071169835089165301
AIRM,session_specific,Z,sensor,C,1101,0.0141487892469618
AIRM,session_specific,Z,sensor,C,1102,0.025297353307077899
AIRM,session_specific,Z,sensor,C,1103,-0.033572633802761202
AIRM,session_specific,Z,sensor,C,1104,0.050202675025745498
AIRM,session_specific,Z,sensor,C,1105,0.027235612959539302
AIRM,session_specific,Z,sensor,C,1106,0.04131089491928
AIRM,session_specific,Z,sensor,C,1107,-0.088514286416931404
AIRM,session_specific,Z,sensor,C,1108,-0.078987378830091395
AIRM,session_specific,Z,sensor,C,1109,-0.051138898548942303
AIRM,session_specific,Z,sensor,C,1110,0.073656330141589302
AIRM,session_specific,Z,sensor,C,1111,0.078294304765332695
AIRM,session_specific,Z,sensor,C,1112,-0.019669350435529299
AIRM,session_specific,Z,sensor,C,1113,0.0085997605569219995
AIRM,session_specific,Z,sensor,C,1114,0.045366578159590901
AIRM,session_specific,Z,sensor,C,1115,-0.0427792943835614
AIRM,session_specific,Z,sensor,C,1116,0.012816761637380001
AIRM,session_specific,Z,sensor,C,1117,-0.025787063404299499
AIRM,session_specific,Z,sensor,C,1118,-0.037135706276052803
AIRM,session_specific,Z,sensor,C,1119,-0.0146826194402446
AIRM,session_specific,Z,sensor,C,1120,0.052573584773710602
AIRM,session_specific,Z,sensor,C,1121,0.033158906135736001
AIRM,session_specific,Z,sensor,C,1122,-0.060039631087574603
AIRM,session_specific,Z,sensor,C,1123,-0.1019278320341802
AIRM,session_specific,Z,sensor,C,1124,0.082938406497247402
AIRM,session_specific,Z,sensor,C,1125,-0.024077543880582499
AIRM,session_specific,Z,sensor,C,1126,-0.0086592953641146005
AIRM,session_specific,Z,sensor,C,1127,-0.047907999009617598
AIRM,session_specific,Z,sensor,C,1128,0.018201374261160998
AIRM,session_specific,Z,sensor,C,1129,-0.0077581596754637003
AIRM,session_specific,Z,sensor,C,1130,0.1215558705243184
AIRM,session_specific,Z,sensor,C,1131,-0.027312170235585902
AIRM,session_specific,Z,sensor,C,1132,0.098604849519435198
AIRM,session_specific,Z,sensor,C,1133,0.041311849861060901
AIRM,session_specific,Z,sensor,C,1134,-0.019221507625625401
AIRM,session_specific,Z,sensor,C,1135,-0.048457236662569902
AIRM,session_specific,Z,sensor,C,1136,0.0022297817845993999
AIRM,session_specific,Z,sensor,C,1137,-0.0136933816908908
AIRM,session_specific,Z,sensor,C,1138,0.0106067659437603
AIRM,session_specific,Z,sensor,C,1139,-0.046052961132790803
AIRM,session_specific,Z,sensor,C,1140,-0.049816019978683901
AIRM,session_specific,Z,sensor,C,1141,-0.1074403722989037
AIRM,session_specific,Z,sensor,C,1142,0.1037986857284889
AIRM,session_specific,Z,sensor,C,1143,-0.0844479987622518
AIRM,session_specific,Z,sensor,C,1144,-0.033679637386028
AIRM,session_specific,Z,sensor,C,1145,-0.093260650405127293
AIRM,session_specific,Z,sensor,C,1146,0.044468156743394903
AIRM,session_specific,Z,sensor,C,1147,0.1244649277698499
AIRM,session_specific,Z,sensor,C,1148,-0.0040627317344701999
AIRM,session_specific,Z,sensor,C,1149,-0.069971522893382904
AIRM,session_specific,Z,sensor,C,1150,0.033091131507758602
AIRM,session_specific,Z,sensor,C,1151,-0.0651096774972275
AIRM,session_specific,Z,sensor,C,1152,-0.0146074339047376
AIRM,session_specific,Z,sensor,C,1153,0.033352135543911102
AIRM,session_specific,Z,sensor,C,1154,0.048036171822196203
AIRM,session_specific,Z,sensor,C,1155,-0.024867536427749099
AIRM,session_specific,Z,sensor,C,1156,0.036916451753337097
AIRM,session_specific,Z,sensor,C,1157,-0.072591389917435897
AIRM,session_specific,Z,sensor,C,1158,0.047707295752026403
AIRM,session_specific,Z,sensor,C,1159,-0.032824133989562902
AIRM,session_specific,Z,sensor,C,1160,0.012857191843051599
AIRM,session_specific,Z,sensor,C,1161,-0.0220661340796438
AIRM,session_specific,Z,sensor,C,1162,-0.0096918780395863994
AIRM,session_specific,Z,sensor,C,1163,-0.0114603036031906
AIRM,session_specific,Z,sensor,C,1164,-0.031960490031380899
AIRM,session_specific,Z,sensor,C,1165,0.051918750435076898
AIRM,session_specific,Z,sensor,C,1166,-0.1199997640814898
AIRM,session_specific,Z,sensor,C,1167,0.069840560319461106
AIRM,session_specific,Z,sensor,C,1168,0.062671381568087894
AIRM,session_specific,Z,sensor,C,1169,-0.0468411011999793
AIRM,session_specific,Z,sensor,C,1170,0.012574149646449701
AIRM,session_specific,Z,sensor,C,1171,-0.019707303665318501
AIRM,session_specific,Z,sensor,C,1172,0.0025574114247018001
AIRM,session_specific,Z,sensor,C,1173,0.053419791275906299
AIRM,session_specific,Z,sensor,C,1174,0.052022346582107103
AIRM,session_specific,Z,sensor,C,1175,0.057183139734292399
AIRM,session_specific,Z,sensor,C,1176,0.0178950027899
AIRM,session_specific,Z,sensor,C,1177,0.053586020460295203
AIRM,session_specific,Z,sensor,C,1178,0.0205101616857889
AIRM,session_specific,Z,sensor,C,1179,-0.026612120065474601
AIRM,session_specific,Z,sensor,C,1180,-0.0201119588598501
AIRM,session_specific,Z,sensor,C,1181,0.047282487317365798
AIRM,session_specific,Z,sensor,C,1182,-0.040610219902195301
AIRM,session_specific,Z,sensor,C,1183,0.055887681735227297
AIRM,session_specific,Z,sensor,C,1184,0.063987517589111906
AIRM,session_specific,Z,sensor,C,1185,-0.054324233717999597
AIRM,session_specific,Z,sensor,C,1186,0.0528204443429625
AIRM,session_specific,Z,sensor,C,1187,-0.016797843488826701
AIRM,session_specific,Z,sensor,C,1188,-0.0242936347352866
AIRM,session_specific,Z,sensor,C,1189,0.079335448459083802
AIRM,session_specific,Z,sensor,C,1190,0.018019270139221898
AIRM,session_specific,Z,sensor,C,1191,0.047095900968609702
AIRM,session_specific,Z,sensor,C,1192,0.030287402190761301
AIRM,session_specific,Z,sensor,C,1193,0.013731948230737499
AIRM,session_specific,Z,sensor,C,1194,-0.0691927101040547
AIRM,session_specific,Z,sensor,C,1195,-0.021128797297811301
AIRM,session_specific,Z,sensor,C,1196,-0.0085260535365423006
AIRM,session_specific,Z,sensor,C,1197,-0.021372611037625801
AIRM,session_specific,Z,sensor,C,1198,-0.026711610817458299
AIRM,session_specific,Z,sensor,C,1199,0.079178270130772097
AIRM,session_specific,Z,sensor,C,1200,0.028312352089443899
AIRM,session_specific,Z,sensor,C,1201,-0.025477893265156201
AIRM,session_specific,Z,sensor,C,1202,-0.01353888926318
AIRM,session_specific,Z,sensor,C,1203,0.070973088102743997
AIRM,session_specific,Z,sensor,C,1204,0.052356414760044503
AIRM,session_specific,Z,sensor,C,1205,-0.045488129331149499
AIRM,session_specific,Z,sensor,C,1206,0.0264012985878379
AIRM,session_specific,Z,sensor,C,1207,-0.13194589057190001
AIRM,session_specific,Z,sensor,C,1208,0.12719005455683091
AIRM,session_specific,Z,sensor,C,1209,-0.033555336723870698
AIRM,session_specific,Z,sensor,C,1210,0.080248695522109198
AIRM,session_specific,Z,sensor,C,1211,0.0116820959601653
AIRM,session_specific,Z,sensor,C,1212,-0.090178396309817596
AIRM,session_specific,Z,sensor,C,1213,-0.011692481828338999
AIRM,session_specific,Z,sensor,C,1214,0.0028695256208653001
AIRM,session_specific,Z,sensor,C,1215,-0.00060973357658470001
AIRM,session_specific,Z,sensor,C,1216,-0.0160132298784148
AIRM,session_specific,Z,sensor,C,1217,0.020795690585556501
AIRM,session_specific,Z,sensor,C,1218,0.0568575603033609
AIRM,session_specific,Z,sensor,C,1219,-0.052136172220606201
AIRM,session_specific,Z,sensor,C,1220,-0.033670480515170999
AIRM,session_specific,Z,sensor,C,1221,0.066990891567729596
AIRM,session_specific,Z,sensor,C,1222,-0.0244044513087435
AIRM,session_specific,Z,sensor,C,1223,-0.032016529634206897
AIRM,session_specific,Z,sensor,C,1224,0.022969012220410898
AIRM,session_specific,Z,sensor,C,1225,-0.0021562144561038999
AIRM,session_specific,Z,sensor,C,1226,-0.0243762697970949
AIRM,session_specific,Z,sensor,C,1227,0.0036805128704502999
AIRM,session_specific,Z,sensor,C,1228,0.040297819094196101
AIRM,session_specific,Z,sensor,C,1229,-0.10524608167416701
AIRM,session_specific,Z,sensor,C,1230,-0.064680080259611999
AIRM,session_specific,Z,sensor,C,1231,-0.063105930262306098
AIRM,session_specific,Z,sensor,C,1232,0.023526880041425498
AIRM,session_specific,Z,sensor,C,1233,0.021302379278603501
AIRM,session_specific,Z,sensor,C,1234,0.0065578600192447
AIRM,session_specific,Z,sensor,C,1235,0.0263422878497825
AIRM,session_specific,Z,sensor,C,1236,-0.0038838897585249002
AIRM,session_specific,Z,sensor,C,1237,-0.019411312895030501
AIRM,session_specific,Z,sensor,C,1238,0.0070442582142325001
AIRM,session_specific,Z,sensor,C,1239,-0.055473434661782797
AIRM,session_specific,Z,sensor,C,1240,-0.024533245537418601
AIRM,session_specific,Z,sensor,C,1241,-0.032026186277996298
AIRM,session_specific,Z,sensor,C,1242,0.0013284915364050001
AIRM,session_specific,Z,sensor,C,1243,0.095563189881607793
AIRM,session_specific,Z,sensor,C,1244,0.0040110284252750997
AIRM,session_specific,Z,sensor,C,1245,-0.0288179789915461
AIRM,session_specific,Z,sensor,C,1246,-0.080593975018161401
AIRM,session_specific,Z,sensor,C,1247,-0.0071850191505470002
AIRM,session_specific,Z,sensor,C,1248,0.039563021583571702
AIRM,session_specific,Z,sensor,C,1249,-0.0092375584609961005
AIRM,session_specific,Z,sensor,C,1250,0.0061217027478744001
AIRM,session_specific,Z,sensor,C,1251,-0.0029906677327641998
AIRM,session_specific,Z,sensor,C,1252,0.023244148677890299
AIRM,session_specific,Z,sensor,C,1253,-0.045876337831464602
AIRM,session_specific,Z,sensor,C,1254,-0.0145641724345548
AIRM,session_specific,Z,sensor,C,1255,-0.017061512855723101
AIRM,session_specific,Z,sensor,C,1256,-0.091869490233198001
AIRM,session_specific,Z,sensor,C,1257,0.10177626173028879
AIRM,session_specific,Z,sensor,C,1258,-0.0014365613871594001
AIRM,session_specific,Z,sensor,C,1259,-0.0287579033188506
AIRM,session_specific,Z,sensor,C,1260,-0.028832602727370499
AIRM,session_specific,Z,sensor,C,1261,-0.0295431139537622
AIRM,session_specific,Z,sensor,C,1262,0.066167287745439896
AIRM,session_specific,Z,sensor,C,1263,0.069053861906267305
AIRM,session_specific,Z,sensor,C,1264,-0.0266153712099374
AIRM,session_specific,Z,sensor,C,1265,0.0015322244792473
AIRM,session_specific,Z,sensor,C,1266,0.1358402222049461
AIRM,session_specific,Z,sensor,C,1267,-0.022968983385883102
AIRM,session_specific,Z,sensor,C,1268,0.027938358792810501
AIRM,session_specific,Z,sensor,C,1269,-0.052607866866905599
AIRM,session_specific,Z,sensor,C,1270,0.0087762417631599005
AIRM,session_specific,Z,sensor,C,1271,0.00035338982145140003
AIRM,session_specific,Z,sensor,C,1272,-0.054844413313902302
AIRM,session_specific,Z,sensor,C,1273,-0.019810289520258099
AIRM,session_specific,Z,sensor,C,1274,0.044024350035936202
AIRM,session_specific,Z,sensor,C,1275,0.013838256337364499
AIRM,session_specific,Z,sensor,C,1276,0.050428728327960602
AIRM,session_specific,Z,sensor,C,1277,0.086302539317138105
AIRM,session_specific,Z,sensor,C,1278,0.097878910487760304
AIRM,session_specific,Z,sensor,C,1279,-0.11665297654422831
AIRM,session_specific,Z,sensor,C,1280,-0.0172642280525989
AIRM,session_specific,Z,sensor,C,1281,0.0047524324455092996
AIRM,session_specific,Z,sensor,C,1282,0.082254323240054703
AIRM,session_specific,Z,sensor,C,1283,-0.031547315672122399
AIRM,session_specific,Z,sensor,C,1284,0.0074482060219146001
AIRM,session_specific,Z,sensor,C,1285,-0.026281785086944402
AIRM,session_specific,Z,sensor,C,1286,-0.11024173419011569
AIRM,session_specific,Z,sensor,C,1287,0.022968980202766501
AIRM,session_specific,Z,sensor,C,1288,-0.049373799123867398
AIRM,session_specific,Z,sensor,C,1289,-0.14970513280319131
AIRM,session_specific,Z,sensor,C,1290,0.036123691611830197
AIRM,session_specific,Z,sensor,C,1291,0.055622688462118
AIRM,session_specific,Z,sensor,C,1292,-0.12633933368437761
AIRM,session_specific,Z,sensor,C,1293,0.036211354124024403
AIRM,session_specific,Z,sensor,C,1294,0.067351837498874495
AIRM,session_specific,Z,sensor,C,1295,-0.023144903209847099
AIRM,session_specific,Z,sensor,C,1296,0.037465812228876003
AIRM,session_specific,Z,sensor,C,1297,-0.094046059716374794
AIRM,session_specific,Z,sensor,C,1298,-0.14741294394452489
AIRM,session_specific,Z,sensor,C,1299,-0.096836941276211105
AIRM,session_specific,Z,sensor,C,1300,0.044735854308891598
AIRM,session_specific,Z,sensor,C,1301,-0.077112879271001106
AIRM,session_specific,Z,sensor,C,1302,-0.063306633021217196
AIRM,session_specific,Z,sensor,C,1303,-0.028228650900492199
AIRM,session_specific,Z,sensor,C,1304,-0.051111078266815303
AIRM,session_specific,Z,sensor,C,1305,0.0220223500194178
AIRM,session_specific,Z,sensor,C,1306,0.074612618236132106
AIRM,session_specific,Z,sensor,C,1307,0.092602833130070603
AIRM,session_specific,Z,sensor,C,1308,0.047696758329640002
AIRM,session_specific,Z,sensor,C,1309,-0.0115752873064433
AIRM,session_specific,Z,sensor,C,1310,0.089818726866715298
AIRM,session_specific,Z,sensor,C,1311,0.0082650231380900999
AIRM,session_specific,Z,sensor,C,1312,-0.031806948914763697
AIRM,session_specific,Z,sensor,C,1313,-0.1554038823414608
AIRM,session_specific,Z,sensor,C,1314,0.023827909938098302
AIRM,session_specific,Z,sensor,C,1315,0.0163816857326398
AIRM,session_specific,Z,sensor,C,1316,-0.0124881886608714
AIRM,session_specific,Z,sensor,C,1317,-0.020315809997875502
AIRM,session_specific,Z,sensor,C,1318,0.061243515980805498
AIRM,session_specific,Z,sensor,C,1319,-0.046180606498785498
AIRM,session_specific,Z,sensor,C,1320,0.023670205116542199
AIRM,session_specific,Z,sensor,C,1321,0.073960097541641207
AIRM,session_specific,Z,sensor,C,1322,-0.038124198935585302
AIRM,session_specific,Z,sensor,C,1323,0.014873521329332401
AIRM,session_specific,Z,sensor,C,1324,-0.031754194545537802
AIRM,session_specific,Z,sensor,C,1325,0.0128074003866534
AIRM,session_specific,Z,sensor,C,1326,0.066489697565619593
AIRM,session_specific,Z,sensor,C,1327,0.016499222235276799
AIRM,session_specific,Z,sensor,C,1328,-0.019741457451999098
AIRM,session_specific,Z,sensor,C,1329,-0.047832102989062403
AIRM,session_specific,Z,sensor,C,1330,0.052025039930718601
AIRM,session_specific,Z,sensor,C,1331,0.0130935829200236
AIRM,session_specific,Z,sensor,C,1332,-0.0042830667943417004
AIRM,session_specific,Z,sensor,C,1333,-0.033794835774585599
AIRM,session_specific,Z,sensor,C,1334,0.0130647850349562
AIRM,session_specific,Z,sensor,C,1335,-0.030819042659100699
AIRM,session_specific,Z,sensor,C,1336,0.033597593522222101
AIRM,session_specific,Z,sensor,C,1337,0.085216352755824204
AIRM,session_specific,Z,sensor,C,1338,-0.087732035925707802
AIRM,session_specific,Z,sensor,C,1339,0.014421560042701301
AIRM,session_specific,Z,sensor,C,1340,-0.1195431744653037
AIRM,session_specific,Z,sensor,C,1341,-0.067909354462382901
AIRM,session_specific,Z,sensor,C,1342,-0.0087468268398942992
AIRM,session_specific,Z,sensor,C,1343,-0.012871651207179599
AIRM,session_specific,Z,sensor,C,1344,0.075234722702087101
AIRM,session_specific,Z,sensor,C,1345,0.012469627026475799
AIRM,session_specific,Z,sensor,C,1346,-0.072445792699966594
AIRM,session_specific,Z,sensor,C,1347,-0.092470589962680705
AIRM,session_specific,Z,sensor,C,1348,-0.064464951771783699
AIRM,session_specific,Z,sensor,C,1349,-0.00028998384626079999
AIRM,session_specific,Z,sensor,C,1350,-0.047785213911372797
AIRM,session_specific,Z,sensor,C,1351,0.0023753725683765999
AIRM,session_specific,Z,sensor,C,1352,0.071580247309170897
AIRM,session_specific,Z,sensor,C,1353,-0.099172691308880095
AIRM,session_specific,Z,sensor,C,1354,0.0317011513628285
AIRM,session_specific,Z,sensor,C,1355,0.090076457081357197
AIRM,session_specific,Z,sensor,C,1356,-0.069773781052202097
