position_0,position_1,position_2,position_3,position_4,trial_uid
4,1,0,2,3,S03_1test_T030
2,0,4,3,1,S03_1test_T031
3,4,1,2,0,S03_1test_T032
0,3,2,4,1,S03_1test_T033
3,2,4,0,1,S03_1test_T034
3,2,0,1,4,S03_1test_T035
3,1,4,0,2,S03_1test_T036
4,2,1,0,3,S03_1test_T037
1,0,2,3,4,S03_1test_T038
4,3,0,2,1,S03_1test_T039
1,4,3,0,2,S03_1test_T040
0,2,4,3,1,S03_1test_T041
1,4,2,3,0,S03_1test_T042
1,4,2,3,0,S03_1test_T043
3,0,4,1,2,S03_1test_T044
2,3,4,0,1,S03_1test_T045
2,3,1,0,4,S03_1test_T046
4,0,1,3,2,S03_1test_T047
0,1,3,2,4,S03_1test_T048
3,1,0,4,2,S03_1test_T049
2,1,0,3,4,S03_1test_T050
1,2,3,4,0,S03_1test_T051
0,3,4,1,2,S03_1test_T052
4,2,1,3,0,S03_1test_T053
0,3,4,2,1,S03_1test_T054
2,3,0,4,1,S03_1test_T055
0,4,3,1,2,S03_1test_T056
2,0,1,3,4,S03_1test_T057
0,1,3,4,2,S03_1test_T058
2,1,0,4,3,S03_1test_T059
1,4,0,3,2,S03_1test_T060
2,1,3,4,0,S03_1test_T061
3,1,0,2,4,S03_1test_T062
1,0,2,3,4,S03_1test_T063
3,0,2,4,1,S03_1test_T064
2,4,3,1,0,S03_1test_T065
2,0,4,1,3,S03_1test_T066
4,0,2,1,3,S03_1test_T067
3,0,4,1,2,S03_1test_T068
1,4,2,0,3,S03_1test_T069
0,2,1,4,3,S03_1test_T070
2,3,4,1,0,S03_1test_T071
1,4,3,0,2,S03_1test_T072
0,4,3,1,2,S03_1test_T073
2,0,4,1,3,S03_1test_T074
1,2,3,4,0,S03_1test_T075
1,4,0,2,3,S03_1test_T076
4,3,1,2,0,S03_1test_T077
1,3,0,4,2,S03_1test_T078
1,3,2,4,0,S03_1test_T079
3,0,1,4,2,S03_1test_T080
0,2,3,4,1,S03_1test_T081
2,0,4,1,3,S03_1test_T082
0,2,1,3,4,S03_1test_T083
3,4,1,0,2,S03_1test_T084
3,1,0,4,2,S03_1test_T085
1,0,2,3,4,S03_1test_T086
1,3,0,2,4,S03_1test_T087
4,1,0,2,3,S03_1test_T088
2,1,0,3,4,S03_1test_T089
3,0,2,1,4,S03_1test_T090
3,2,4,1,0,S03_1test_T091
0,2,4,3,1,S03_1test_T092
1,4,3,2,0,S03_1test_T093
2,1,3,4,0,S03_1test_T094
4,2,3,0,1,S03_1test_T095
2,4,0,1,3,S03_1test_T096
3,1,0,2,4,S03_1test_T097
2,4,3,1,0,S03_1test_T098
3,1,4,0,2,S03_1test_T099
3,2,0,1,4,S03_1test_T100
3,4,0,1,2,S03_1test_T101
2,4,1,0,3,S03_1test_T102
2,3,1,0,4,S03_1test_T103
2,4,3,1,0,S03_1test_T104
4,0,1,2,3,S03_1test_T105
3,4,2,1,0,S03_1test_T106
4,1,3,0,2,S03_1test_T107
0,1,3,4,2,S03_1test_T108
0,4,2,1,3,S03_1test_T109
3,0,4,1,2,S03_1test_T110
0,2,4,3,1,S03_1test_T111
1,4,3,0,2,S03_1test_T112
0,3,2,1,4,S03_1test_T113
1,4,2,3,0,S03_1test_T114
2,3,0,4,1,S03_1test_T115
0,3,4,2,1,S03_1test_T116
4,2,3,1,0,S03_1test_T117
2,3,4,1,0,S03_1test_T118
2,3,4,1,0,S03_1test_T119
1,4,0,2,3,S03_1test_T120
3,2,0,4,1,S03_1test_T121
3,2,1,4,0,S03_1test_T122
1,4,3,2,0,S03_1test_T123
3,2,0,4,1,S03_1test_T124
4,0,3,2,1,S03_1test_T125
4,3,0,2,1,S03_1test_T126
3,4,1,0,2,S03_1test_T127
2,3,1,4,0,S03_1test_T128
0,1,3,4,2,S03_1test_T129
0,1,2,4,3,S03_1test_T130
0,4,3,2,1,S03_1test_T131
3,4,0,2,1,S03_1test_T132
0,2,1,3,4,S03_1test_T133
1,0,2,4,3,S03_1test_T134
2,3,4,0,1,S03_1test_T135
4,2,1,0,3,S03_1test_T136
1,0,4,2,3,S03_1test_T137
4,3,0,1,2,S03_1test_T138
3,0,4,2,1,S03_1test_T139
0,3,2,1,4,S03_1test_T140
0,2,4,1,3,S03_1test_T141
0,1,4,2,3,S03_1test_T142
3,2,4,1,0,S03_1test_T143
1,4,2,0,3,S03_1test_T144
3,0,1,2,4,S03_1test_T145
4,3,2,0,1,S03_1test_T146
0,4,1,3,2,S03_1test_T147
4,1,0,2,3,S03_1test_T148
2,3,4,1,0,S03_1test_T149
2,4,1,0,3,S03_1test_T150
3,4,0,1,2,S03_1test_T151
4,0,3,1,2,S03_1test_T152
1,3,4,2,0,S03_1test_T153
2,4,1,3,0,S03_1test_T154
3,1,2,0,4,S03_1test_T155
0,2,3,4,1,S03_1test_T156
4,0,1,3,2,S03_1test_T157
3,0,1,4,2,S03_1test_T158
3,0,4,2,1,S03_1test_T159
4,1,2,3,0,S03_1test_T160
0,4,3,1,2,S03_1test_T161
1,0,2,3,4,S03_1test_T162
3,1,0,2,4,S03_1test_T163
0,2,1,4,3,S03_1test_T164
1,3,0,4,2,S03_1test_T165
0,4,3,2,1,S03_1test_T166
3,0,1,4,2,S03_1test_T167
0,4,3,2,1,S03_1test_T168
0,2,4,1,3,S03_1test_T169
0,3,4,1,2,S03_1test_T170
0,2,4,3,1,S03_1test_T171
4,3,0,1,2,S03_1test_T172
1,2,0,4,3,S03_1test_T173
1,4,0,2,3,S03_1test_T174
3,2,1,0,4,S03_1test_T175
0,2,1,3,4,S03_1test_T176
4,1,0,3,2,S03_1test_T177
0,2,1,3,4,S03_1test_T178
2,0,1,3,4,S03_1test_T179
2,4,3,0,1,S03_1test_T180
1,0,3,2,4,S03_1test_T181
4,0,3,2,1,S03_1test_T182
1,4,2,0,3,S03_1test_T183
3,0,2,4,1,S03_1test_T184
4,3,2,0,1,S03_1test_T185
1,4,2,3,0,S03_1test_T186
4,0,3,1,2,S03_1test_T187
4,3,2,0,1,S03_1test_T188
3,0,2,4,1,S03_1test_T189
4,2,3,1,0,S03_1test_T190
2,0,4,3,1,S03_1test_T191
3,4,1,2,0,S03_1test_T192
3,0,1,4,2,S03_1test_T193
2,4,1,3,0,S03_1test_T194
1,4,2,0,3,S03_1test_T195
2,4,3,1,0,S03_1test_T196
4,0,3,1,2,S03_1test_T197
1,0,3,2,4,S03_1test_T198
4,3,2,0,1,S03_1test_T199
4,2,0,3,1,S03_1test_T200
4,3,2,0,1,S03_1test_T201
4,1,3,2,0,S03_1test_T202
3,2,1,0,4,S03_1test_T203
1,2,0,3,4,S03_1test_T204
0,3,4,1,2,S03_1test_T205
3,2,4,0,1,S03_1test_T206
4,0,3,1,2,S03_1test_T207
0,1,2,4,3,S03_1test_T208
0,2,3,1,4,S03_1test_T209
4,2,0,3,1,S03_1test_T210
4,3,1,0,2,S03_1test_T211
3,4,0,1,2,S03_1test_T212
4,2,0,3,1,S03_1test_T213
1,2,3,4,0,S03_1test_T214
1,3,2,0,4,S03_1test_T215
4,0,2,1,3,S03_1test_T216
1,3,2,0,4,S03_1test_T217
2,0,4,3,1,S03_1test_T218
2,3,1,0,4,S03_1test_T219
0,3,1,4,2,S03_1test_T220
2,4,0,3,1,S03_1test_T221
0,1,2,4,3,S03_1test_T222
0,4,3,1,2,S03_1test_T223
2,4,3,0,1,S03_1test_T224
4,0,1,2,3,S03_1test_T225
2,1,3,0,4,S03_1test_T226
0,2,4,3,1,S03_1test_T227
3,2,1,4,0,S03_1test_T228
0,4,3,2,1,S03_1test_T229
2,1,3,0,4,S03_1test_T230
3,0,2,4,1,S03_1test_T231
3,1,0,2,4,S03_1test_T232
1,3,4,0,2,S03_1test_T233
1,0,3,2,4,S03_1test_T234
4,1,0,3,2,S03_1test_T235
2,0,4,1,3,S03_1test_T236
0,3,1,2,4,S03_1test_T237
3,1,2,0,4,S03_1test_T238
4,1,3,0,2,S03_1test_T239
4,0,2,3,1,S03_1test_T240
0,1,3,4,2,S03_1test_T241
4,2,0,3,1,S03_1test_T242
2,1,3,0,4,S03_1test_T243
1,4,2,0,3,S03_1test_T244
4,1,3,2,0,S03_1test_T245
0,4,2,3,1,S03_1test_T246
4,1,2,0,3,S03_1test_T247
2,0,3,4,1,S03_1test_T248
3,1,0,4,2,S03_1test_T249
2,1,0,3,4,S03_1test_T250
3,0,1,2,4,S03_1test_T251
0,4,1,2,3,S03_1test_T252
3,0,2,1,4,S03_1test_T253
2,3,4,1,0,S03_1test_T254
1,2,3,4,0,S03_1test_T255
2,4,3,0,1,S03_1test_T256
4,2,3,1,0,S03_1test_T257
3,2,4,1,0,S03_1test_T258
1,0,2,4,3,S03_1test_T259
4,0,1,2,3,S03_1test_T260
0,1,2,4,3,S03_1test_T261
2,1,0,3,4,S03_1test_T262
1,2,3,4,0,S03_1test_T263
2,4,1,3,0,S03_1test_T264
3,4,0,1,2,S03_1test_T265
1,2,0,3,4,S03_1test_T266
0,4,2,3,1,S03_1test_T267
1,4,3,2,0,S03_1test_T268
2,0,3,1,4,S03_1test_T269
2,3,0,4,1,S03_1test_T270
3,4,2,0,1,S03_1test_T271
3,1,0,2,4,S03_1test_T272
2,3,4,1,0,S03_1test_T273
3,0,2,1,4,S03_1test_T274
3,2,0,4,1,S03_1test_T275
0,3,1,2,4,S03_1test_T276
2,1,4,3,0,S03_1test_T277
4,1,2,3,0,S03_1test_T278
3,0,1,2,4,S03_1test_T279
1,0,4,3,2,S03_1test_T280
2,4,3,0,1,S03_1test_T281
4,3,0,1,2,S03_1test_T282
0,4,2,3,1,S03_1test_T283
3,4,2,0,1,S03_1test_T284
0,2,1,3,4,S03_1test_T285
2,4,1,3,0,S03_1test_T286
2,0,3,1,4,S03_1test_T287
0,4,1,2,3,S03_1test_T288
3,4,0,1,2,S04_0train_T001
3,4,2,1,0,S04_0train_T002
1,3,4,0,2,S04_0train_T003
4,1,3,2,0,S04_0train_T004
2,3,4,0,1,S04_0train_T005
0,3,4,2,1,S04_0train_T006
0,3,1,2,4,S04_0train_T007
3,4,1,0,2,S04_0train_T008
1,3,0,2,4,S04_0train_T009
4,3,1,0,2,S04_0train_T010
2,0,3,4,1,S04_0train_T011
2,1,0,4,3,S04_0train_T012
4,3,0,1,2,S04_0train_T013
0,3,1,2,4,S04_0train_T014
1,3,4,0,2,S04_0train_T015
4,0,1,3,2,S04_0train_T016
1,3,2,0,4,S04_0train_T017
2,1,4,0,3,S04_0train_T018
1,0,2,3,4,S04_0train_T019
0,3,2,1,4,S04_0train_T020
2,1,3,0,4,S04_0train_T021
3,2,0,1,4,S04_0train_T022
4,3,0,1,2,S04_0train_T023
2,1,3,4,0,S04_0train_T024
0,1,4,3,2,S04_0train_T025
3,2,1,4,0,S04_0train_T026
4,1,0,3,2,S04_0train_T027
4,0,3,2,1,S04_0train_T028
3,2,4,1,0,S04_0train_T029
3,4,0,2,1,S04_0train_T030
4,0,2,1,3,S04_0train_T031
0,1,3,2,4,S04_0train_T032
1,2,0,3,4,S04_0train_T033
3,4,2,1,0,S04_0train_T034
2,0,3,1,4,S04_0train_T035
3,1,2,4,0,S04_0train_T036
4,2,0,3,1,S04_0train_T037
3,1,0,2,4,S04_0train_T038
2,3,0,4,1,S04_0train_T039
2,4,0,1,3,S04_0train_T040
1,2,4,0,3,S04_0train_T041
4,3,2,0,1,S04_0train_T042
0,1,3,2,4,S04_0train_T043
2,0,4,3,1,S04_0train_T044
1,0,3,2,4,S04_0train_T045
1,2,0,3,4,S04_0train_T046
0,4,1,3,2,S04_0train_T047
2,0,4,1,3,S04_0train_T048
1,4,3,2,0,S04_0train_T049
1,3,0,4,2,S04_0train_T050
1,2,4,0,3,S04_0train_T051
4,0,2,1,3,S04_0train_T052
0,3,1,2,4,S04_0train_T053
4,3,1,0,2,S04_0train_T054
3,4,2,0,1,S04_0train_T055
0,2,1,3,4,S04_0train_T056
2,1,4,0,3,S04_0train_T057
4,3,2,0,1,S04_0train_T058
0,3,1,2,4,S04_0train_T059
2,1,0,3,4,S04_0train_T060
4,1,0,3,2,S04_0train_T061
2,1,4,3,0,S04_0train_T062
0,2,4,3,1,S04_0train_T063
1,2,4,0,3,S04_0train_T064
2,1,0,4,3,S04_0train_T065
2,0,4,1,3,S04_0train_T066
4,3,2,1,0,S04_0train_T067
3,2,4,0,1,S04_0train_T068
3,0,1,4,2,S04_0train_T069
0,1,3,2,4,S04_0train_T070
4,2,0,3,1,S04_0train_T071
4,3,2,0,1,S04_0train_T072
1,2,3,0,4,S04_0train_T073
0,4,3,2,1,S04_0train_T074
2,3,1,4,0,S04_0train_T075
0,3,1,4,2,S04_0train_T076
0,1,3,2,4,S04_0train_T077
4,2,1,3,0,S04_0train_T078
2,1,0,3,4,S04_0train_T079
1,3,2,0,4,S04_0train_T080
4,0,1,3,2,S04_0train_T081
0,1,3,2,4,S04_0train_T082
0,2,3,4,1,S04_0train_T083
0,2,4,1,3,S04_0train_T084
0,4,1,2,3,S04_0train_T085
4,3,2,0,1,S04_0train_T086
2,4,3,1,0,S04_0train_T087
4,1,3,2,0,S04_0train_T088
3,2,1,0,4,S04_0train_T089
1,0,3,2,4,S04_0train_T090
2,1,0,4,3,S04_0train_T091
3,1,0,2,4,S04_0train_T092
3,1,2,4,0,S04_0train_T093
1,0,4,3,2,S04_0train_T094
0,2,3,1,4,S04_0train_T095
3,2,0,1,4,S04_0train_T096
4,3,0,2,1,S04_0train_T097
4,0,1,3,2,S04_0train_T098
4,0,2,1,3,S04_0train_T099
1,2,4,3,0,S04_0train_T100
1,0,3,2,4,S04_0train_T101
2,3,4,1,0,S04_0train_T102
3,1,0,4,2,S04_0train_T103
4,1,2,3,0,S04_0train_T104
3,2,4,1,0,S04_0train_T105
3,2,1,0,4,S04_0train_T106
2,4,0,1,3,S04_0train_T107
3,4,0,1,2,S04_0train_T108
0,3,2,4,1,S04_0train_T109
4,1,2,3,0,S04_0train_T110
1,4,2,3,0,S04_0train_T111
2,3,0,1,4,S04_0train_T112
2,0,4,3,1,S04_0train_T113
1,2,3,0,4,S04_0train_T114
0,2,1,3,4,S04_0train_T115
2,0,4,3,1,S04_0train_T116
3,0,4,2,1,S04_0train_T117
4,0,2,3,1,S04_0train_T118
1,2,3,4,0,S04_0train_T119
2,4,0,1,3,S04_0train_T120
4,3,1,2,0,S04_0train_T121
4,1,3,0,2,S04_0train_T122
1,3,2,4,0,S04_0train_T123
1,3,2,0,4,S04_0train_T124
0,4,3,1,2,S04_0train_T125
1,3,2,4,0,S04_0train_T126
4,0,1,2,3,S04_0train_T127
3,0,1,4,2,S04_0train_T128
0,3,2,4,1,S04_0train_T129
3,0,4,1,2,S04_0train_T130
3,4,0,2,1,S04_0train_T131
4,3,0,1,2,S04_0train_T132
3,1,2,0,4,S04_0train_T133
1,4,2,3,0,S04_0train_T134
2,3,4,1,0,S04_0train_T135
2,0,1,4,3,S04_0train_T136
3,4,2,0,1,S04_0train_T137
4,3,2,1,0,S04_0train_T138
2,3,4,0,1,S04_0train_T139
0,2,3,4,1,S04_0train_T140
0,2,4,3,1,S04_0train_T141
4,0,1,3,2,S04_0train_T142
4,2,0,1,3,S04_0train_T143
3,1,4,2,0,S04_0train_T144
4,1,2,0,3,S04_0train_T145
1,3,2,4,0,S04_0train_T146
4,1,3,0,2,S04_0train_T147
1,4,3,0,2,S04_0train_T148
3,1,2,0,4,S04_0train_T149
4,2,3,1,0,S04_0train_T150
0,2,3,1,4,S04_0train_T151
2,4,0,1,3,S04_0train_T152
4,1,3,2,0,S04_0train_T153
1,0,3,4,2,S04_0train_T154
1,3,0,4,2,S04_0train_T155
0,4,1,2,3,S04_0train_T156
3,1,2,0,4,S04_0train_T157
0,3,1,4,2,S04_0train_T158
0,4,3,1,2,S04_0train_T159
4,2,0,1,3,S04_0train_T160
0,3,4,1,2,S04_0train_T161
1,3,0,2,4,S04_0train_T162
0,2,1,3,4,S04_0train_T163
1,0,2,3,4,S04_0train_T164
0,3,4,1,2,S04_0train_T165
2,3,1,4,0,S04_0train_T166
2,4,1,3,0,S04_0train_T167
1,4,3,2,0,S04_0train_T168
4,3,0,1,2,S04_0train_T169
1,0,2,4,3,S04_0train_T170
1,3,4,0,2,S04_0train_T171
1,0,4,2,3,S04_0train_T172
4,2,1,0,3,S04_0train_T173
4,3,0,1,2,S04_0train_T174
4,3,1,0,2,S04_0train_T175
1,3,4,0,2,S04_0train_T176
2,3,0,1,4,S04_0train_T177
0,1,4,2,3,S04_0train_T178
0,2,4,3,1,S04_0train_T179
3,2,1,4,0,S04_0train_T180
3,1,2,0,4,S04_0train_T181
2,1,4,3,0,S04_0train_T182
2,0,4,1,3,S04_0train_T183
2,4,0,1,3,S04_0train_T184
0,4,1,2,3,S04_0train_T185
2,3,0,4,1,S04_0train_T186
1,0,3,2,4,S04_0train_T187
0,1,3,2,4,S04_0train_T188
2,4,0,3,1,S04_0train_T189
1,4,2,0,3,S04_0train_T190
1,3,4,0,2,S04_0train_T191
2,1,0,3,4,S04_0train_T192
0,3,2,4,1,S04_0train_T193
0,4,2,3,1,S04_0train_T194
3,1,2,4,0,S04_0train_T195
2,3,4,0,1,S04_0train_T196
3,4,2,0,1,S04_0train_T197
1,0,4,3,2,S04_0train_T198
3,2,1,0,4,S04_0train_T199
1,2,3,4,0,S04_0train_T200
4,2,1,3,0,S04_0train_T201
2,3,0,4,1,S04_0train_T202
3,1,0,2,4,S04_0train_T203
0,2,1,3,4,S04_0train_T204
0,2,4,3,1,S04_0train_T205
4,1,0,2,3,S04_0train_T206
4,3,1,0,2,S04_0train_T207
0,2,3,4,1,S04_0train_T208
3,0,4,1,2,S04_0train_T209
1,2,3,4,0,S04_0train_T210
0,3,4,2,1,S04_0train_T211
1,4,2,3,0,S04_0train_T212
0,3,1,4,2,S04_0train_T213
3,2,4,1,0,S04_0train_T214
2,4,3,0,1,S04_0train_T215
3,0,4,1,2,S04_0train_T216
4,0,3,2,1,S04_0train_T217
3,0,1,2,4,S04_0train_T218
3,4,2,0,1,S04_0train_T219
1,2,3,0,4,S04_0train_T220
0,2,1,4,3,S04_0train_T221
0,4,2,1,3,S04_0train_T222
1,0,3,2,4,S04_0train_T223
1,2,0,4,3,S04_0train_T224
1,3,2,0,4,S04_0train_T225
2,0,4,3,1,S04_0train_T226
0,3,4,2,1,S04_0train_T227
0,2,3,1,4,S04_0train_T228
0,1,3,2,4,S04_0train_T229
4,3,0,2,1,S04_0train_T230
4,0,2,1,3,S04_0train_T231
4,3,0,2,1,S04_0train_T232
2,4,0,3,1,S04_0train_T233
4,2,3,0,1,S04_0train_T234
3,2,4,1,0,S04_0train_T235
3,1,2,4,0,S04_0train_T236
1,3,0,2,4,S04_0train_T237
4,3,0,1,2,S04_0train_T238
3,1,0,4,2,S04_0train_T239
2,3,1,4,0,S04_0train_T240
1,2,0,3,4,S04_0train_T241
4,1,3,2,0,S04_0train_T242
2,4,3,0,1,S04_0train_T243
3,2,1,4,0,S04_0train_T244
2,4,0,1,3,S04_0train_T245
3,1,4,2,0,S04_0train_T246
0,2,3,4,1,S04_0train_T247
3,1,0,2,4,S04_0train_T248
1,2,0,3,4,S04_0train_T249
0,2,4,1,3,S04_0train_T250
1,3,4,2,0,S04_0train_T251
2,3,4,0,1,S04_0train_T252
3,2,4,1,0,S04_0train_T253
2,1,3,0,4,S04_0train_T254
4,3,1,0,2,S04_0train_T255
0,4,3,1,2,S04_0train_T256
1,3,0,4,2,S04_0train_T257
1,3,0,4,2,S04_0train_T258
4,2,1,3,0,S04_0train_T259
3,4,1,2,0,S04_0train_T260
0,2,3,4,1,S04_0train_T261
0,2,1,4,3,S04_0train_T262
1,0,2,3,4,S04_0train_T263
1,4,0,2,3,S04_0train_T264
1,3,4,0,2,S04_0train_T265
0,2,4,1,3,S04_0train_T266
2,0,3,4,1,S04_0train_T267
2,3,4,0,1,S04_0train_T268
2,4,0,1,3,S04_0train_T269
4,3,0,1,2,S04_0train_T270
0,1,2,4,3,S04_0train_T271
0,3,1,4,2,S04_0train_T272
1,2,3,0,4,S04_0train_T273
1,3,2,4,0,S04_0train_T274
0,2,1,4,3,S04_0train_T275
4,2,1,3,0,S04_0train_T276
2,0,4,3,1,S04_0train_T277
3,2,0,1,4,S04_0train_T278
3,2,4,1,0,S04_0train_T279
4,3,2,0,1,S04_0train_T280
4,3,1,0,2,S04_0train_T281
4,2,3,0,1,S04_0train_T282
1,2,3,0,4,S04_0train_T283
2,0,4,1,3,S04_0train_T284
4,2,1,3,0,S04_0train_T285
0,2,4,3,1,S04_0train_T286
4,1,2,0,3,S04_0train_T287
4,2,0,3,1,S04_0train_T288
1,3,0,2,4,S04_1test_T001
3,2,4,0,1,S04_1test_T002
3,0,4,1,2,S04_1test_T003
2,4,3,1,0,S04_1test_T004
4,2,0,3,1,S04_1test_T005
3,1,2,0,4,S04_1test_T006
1,0,4,2,3,S04_1test_T007
2,0,4,1,3,S04_1test_T008
2,3,0,1,4,S04_1test_T009
2,3,4,0,1,S04_1test_T010
2,1,4,3,0,S04_1test_T011
4,3,2,1,0,S04_1test_T012
0,1,2,4,3,S04_1test_T013
0,1,4,2,3,S04_1test_T014
2,0,4,1,3,S04_1test_T015
0,4,2,3,1,S04_1test_T016
0,4,3,2,1,S04_1test_T017
4,3,2,1,0,S04_1test_T018
0,2,1,4,3,S04_1test_T019
3,0,1,4,2,S04_1test_T020
0,4,3,2,1,S04_1test_T021
4,1,2,3,0,S04_1test_T022
0,3,4,2,1,S04_1test_T023
2,3,4,1,0,S04_1test_T024
0,3,4,1,2,S04_1test_T025
2,0,4,1,3,S04_1test_T026
2,3,1,0,4,S04_1test_T027
0,2,4,1,3,S04_1test_T028
1,0,2,3,4,S04_1test_T029
2,0,1,3,4,S04_1test_T030
3,4,0,1,2,S04_1test_T031
4,1,0,2,3,S04_1test_T032
4,2,0,3,1,S04_1test_T033
0,4,1,3,2,S04_1test_T034
1,4,3,0,2,S04_1test_T035
3,1,2,4,0,S04_1test_T036
2,0,3,1,4,S04_1test_T037
2,1,0,4,3,S04_1test_T038
1,3,4,2,0,S04_1test_T039
4,3,0,2,1,S04_1test_T040
0,4,2,1,3,S04_1test_T041
0,2,4,3,1,S04_1test_T042
0,4,2,1,3,S04_1test_T043
2,0,4,1,3,S04_1test_T044
4,0,2,3,1,S04_1test_T045
4,1,0,2,3,S04_1test_T046
0,1,4,2,3,S04_1test_T047
3,4,2,0,1,S04_1test_T048
0,2,4,1,3,S04_1test_T049
1,3,2,4,0,S04_1test_T050
3,4,2,0,1,S04_1test_T051
2,4,0,1,3,S04_1test_T052
0,3,1,2,4,S04_1test_T053
0,4,3,2,1,S04_1test_T054
1,2,0,3,4,S04_1test_T055
4,2,3,1,0,S04_1test_T056
2,1,3,0,4,S04_1test_T057
2,0,3,4,1,S04_1test_T058
1,2,0,3,4,S04_1test_T059
0,4,1,2,3,S04_1test_T060
2,4,1,0,3,S04_1test_T061
1,0,4,3,2,S04_1test_T062
4,0,3,2,1,S04_1test_T063
1,3,4,0,2,S04_1test_T064
2,3,1,0,4,S04_1test_T065
4,2,3,0,1,S04_1test_T066
2,0,1,3,4,S04_1test_T067
1,0,3,2,4,S04_1test_T068
4,0,3,1,2,S04_1test_T069
0,2,4,3,1,S04_1test_T070
3,1,2,4,0,S04_1test_T071
1,2,4,3,0,S04_1test_T072
3,1,0,2,4,S04_1test_T073
4,2,1,3,0,S04_1test_T074
4,1,3,2,0,S04_1test_T075
2,1,0,3,4,S04_1test_T076
1,2,0,3,4,S04_1test_T077
2,0,1,3,4,S04_1test_T078
4,1,0,2,3,S04_1test_T079
2,1,4,3,0,S04_1test_T080
0,2,1,3,4,S04_1test_T081
2,1,0,4,3,S04_1test_T082
1,4,0,2,3,S04_1test_T083
3,2,1,0,4,S04_1test_T084
2,0,3,4,1,S04_1test_T085
3,4,2,1,0,S04_1test_T086
1,4,3,0,2,S04_1test_T087
3,2,0,4,1,S04_1test_T088
1,4,0,2,3,S04_1test_T089
2,3,0,1,4,S04_1test_T090
1,2,4,0,3,S04_1test_T091
2,0,4,3,1,S04_1test_T092
0,3,1,4,2,S04_1test_T093
2,0,1,4,3,S04_1test_T094
1,2,3,4,0,S04_1test_T095
0,3,1,4,2,S04_1test_T096
0,3,4,2,1,S04_1test_T097
3,0,1,4,2,S04_1test_T098
1,3,4,2,0,S04_1test_T099
3,0,2,4,1,S04_1test_T100
0,1,4,3,2,S04_1test_T101
1,4,3,2,0,S04_1test_T102
0,4,1,3,2,S04_1test_T103
3,4,0,1,2,S04_1test_T104
3,2,0,1,4,S04_1test_T105
4,3,0,2,1,S04_1test_T106
3,2,1,0,4,S04_1test_T107
4,1,2,0,3,S04_1test_T108
0,2,3,1,4,S04_1test_T109
2,4,0,1,3,S04_1test_T110
4,0,3,1,2,S04_1test_T111
0,2,1,3,4,S04_1test_T112
1,2,3,0,4,S04_1test_T113
4,3,2,0,1,S04_1test_T114
1,0,4,3,2,S04_1test_T115
0,3,4,2,1,S04_1test_T116
2,4,0,3,1,S04_1test_T117
0,2,3,1,4,S04_1test_T118
1,0,3,4,2,S04_1test_T119
3,4,2,1,0,S04_1test_T120
1,4,2,0,3,S04_1test_T121
2,4,0,1,3,S04_1test_T122
3,0,2,4,1,S04_1test_T123
1,0,2,4,3,S04_1test_T124
3,1,2,0,4,S04_1test_T125
1,0,2,3,4,S04_1test_T126
2,1,4,0,3,S04_1test_T127
1,4,0,3,2,S04_1test_T128
3,4,1,0,2,S04_1test_T129
1,3,0,4,2,S04_1test_T130
3,2,1,0,4,S04_1test_T131
1,3,4,0,2,S04_1test_T132
1,3,2,0,4,S04_1test_T133
0,3,2,1,4,S04_1test_T134
0,3,4,1,2,S04_1test_T135
1,2,4,3,0,S04_1test_T136
1,4,3,0,2,S04_1test_T137
3,1,4,2,0,S04_1test_T138
4,0,1,3,2,S04_1test_T139
1,3,0,4,2,S04_1test_T140
1,3,4,0,2,S04_1test_T141
2,4,3,1,0,S04_1test_T142
4,2,1,3,0,S04_1test_T143
4,3,0,2,1,S04_1test_T144
4,1,0,2,3,S04_1test_T145
2,4,3,0,1,S04_1test_T146
4,3,1,0,2,S04_1test_T147
4,0,2,3,1,S04_1test_T148
1,2,4,3,0,S04_1test_T149
3,0,2,4,1,S04_1test_T150
3,1,2,4,0,S04_1test_T151
1,2,4,0,3,S04_1test_T152
4,2,1,3,0,S04_1test_T153
1,0,4,3,2,S04_1test_T154
0,4,1,2,3,S04_1test_T155
1,4,2,3,0,S04_1test_T156
0,4,3,1,2,S04_1test_T157
0,4,1,3,2,S04_1test_T158
1,3,0,4,2,S04_1test_T159
4,0,1,3,2,S04_1test_T160
3,1,4,2,0,S04_1test_T161
3,2,4,1,0,S04_1test_T162
0,1,4,3,2,S04_1test_T163
1,4,3,0,2,S04_1test_T164
0,2,3,1,4,S04_1test_T165
3,4,1,0,2,S04_1test_T166
3,4,2,0,1,S04_1test_T167
2,0,1,3,4,S04_1test_T168
0,3,4,1,2,S04_1test_T169
3,1,0,2,4,S04_1test_T170
4,3,1,0,2,S04_1test_T171
2,4,1,3,0,S04_1test_T172
1,2,4,0,3,S04_1test_T173
1,2,3,4,0,S04_1test_T174
4,2,1,3,0,S04_1test_T175
4,1,3,2,0,S04_1test_T176
1,3,2,4,0,S04_1test_T177
2,4,1,0,3,S04_1test_T178
3,4,1,2,0,S04_1test_T179
4,3,0,1,2,S04_1test_T180
4,3,2,1,0,S04_1test_T181
3,1,2,0,4,S04_1test_T182
4,2,1,0,3,S04_1test_T183
2,1,4,0,3,S04_1test_T184
1,0,3,2,4,S04_1test_T185
3,1,0,2,4,S04_1test_T186
2,4,3,1,0,S04_1test_T187
2,1,3,0,4,S04_1test_T188
